gene	case1	case2	case3	case4	case5	case6	case7	control1	control2	control3	control4	control5	control6	control7
Dcaf4	5	2	5	5	4	4	4	1	5	4	2	0	1	4
Dcaf5	6	3	15	7	7	5	4	2	4	4	4	8	7	4
Dcaf6	2	2	5	3	4	5	8	4	7	4	10	8	3	3
Dcaf7	10	13	19	20	10	9	12	5	16	10	13	7	9	7
Dcaf8	111	112	101	95	74	76	96	25	29	23	50	23	33	14
Dcakd	51	54	39	56	29	34	37	9	8	8	11	7	13	8
Dcbld1	3	1	0	0	0	0	0	2	0	2	2	1	1	1
Dcbld2	30	39	30	36	13	21	20	15	24	16	22	27	10	10
Dcc	0	0	0	0	0	0	0	0	3	1	2	2	2	2
Dcdc2a	3	1	1	1	1	3	4	1	2	1	1	1	4	2
Dcdc2b	338	394	379	369	282	355	363	302	377	400	433	323	432	329
Dcdc2c	98	72	92	81	127	163	165	56	64	59	80	113	117	115
Dcdc5	0	0	0	0	0	0	0	0	0	2	0	3	0	0
Dchs1	3	3	5	5	5	2	2	4	12	6	7	4	7	8
Dck	3	1	0	3	2	3	2	0	1	1	0	0	2	2
Dclk1	25	20	29	35	30	38	29	16	39	20	44	20	20	20
Dclk2	6	6	3	4	1	2	4	1	2	3	5	2	3	3
Dclk3	1	1	4	0	3	1	1	14	19	22	27	14	10	19
Dclre1a	0	0	0	1	0	0	0	0	0	0	2	0	1	0
Dclre1b	1	1	2	7	2	2	3	1	5	0	3	3	0	0
Dclre1c	114	133	153	142	123	145	154	97	98	88	137	82	137	86
Dcn	0	2	1	4	1	0	0	2	1	0	0	0	0	0
Dcp1a	2	1	0	2	2	2	1	0	2	2	0	0	0	0
Dcp1b	1	2	0	1	2	1	1	0	1	1	0	2	0	0
Dcp2	18	24	25	30	14	19	21	2	7	1	4	2	8	3
Dcpp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcps	59	78	80	60	44	66	62	31	27	28	40	24	48	29
Dcst1	79	80	110	87	57	67	60	106	159	135	151	75	131	100
Dcst2	7	3	6	4	1	8	6	2	1	2	0	2	1	4
Dct	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dctd	0	0	2	2	0	1	2	2	7	3	0	1	1	4
Dctn1	42	27	33	38	26	36	33	19	27	41	36	24	23	25
Dctn2	26	23	30	31	16	19	22	5	12	14	15	10	10	8
Dctn3	26	32	26	22	19	29	21	5	6	16	22	12	10	5
Dctn4	5	18	10	7	5	8	6	2	14	5	8	1	4	3
Dctn5	4	1	2	6	3	2	4	1	8	2	7	0	2	1
Dctn6	1	0	2	3	2	2	2	1	1	2	5	0	1	1
Dctpp1	0	0	0	0	1	0	0	0	0	0	2	1	3	1
Dcun1d1	6	12	8	15	10	7	17	10	4	6	7	4	7	2
Dcun1d2	9	10	11	12	7	8	13	23	18	21	26	8	22	23
Dcun1d3	0	7	0	2	2	3	3	0	4	3	1	0	4	3
Dcun1d4	0	0	0	1	2	2	2	2	3	1	2	2	0	2
Dcun1d5	12	22	21	14	21	15	14	3	9	6	9	5	7	6
Dcx	0	0	1	0	0	0	1	2	1	5	1	0	0	1
Dcxr	1	0	1	0	0	0	0	0	0	0	2	0	0	0
Dda1	301	274	302	298	228	353	319	153	243	268	233	196	245	127
Ddah1	7	3	4	4	4	0	2	5	8	1	1	1	8	4
Ddah2	4	3	3	4	4	3	1	0	0	0	0	0	1	0
Ddb1	17	3	11	5	2	12	7	4	11	9	6	9	8	4
Ddb2	893	1028	980	943	745	857	911	833	969	881	1027	711	989	788
Ddc	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ddhd1	2	5	10	7	7	4	9	1	3	2	6	0	8	4
Ddhd2	15	19	18	20	20	17	16	3	8	5	8	8	11	15
Ddi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddi2	6	3	1	4	5	4	8	3	4	6	5	6	1	3
Ddit3	278	292	317	326	286	272	282	141	167	208	227	155	201	147
Ddit4	6	6	1	3	7	5	3	1	2	1	3	5	3	2
Ddit4l	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Ddn	4	3	7	4	2	4	3	245	425	329	440	315	395	322
Ddo	2	1	1	1	0	3	1	0	0	0	1	0	0	0
Ddost	21	27	17	17	6	13	22	18	20	32	27	16	29	20
Ddr1	12	12	11	5	8	6	5	4	1	3	1	4	4	5
Ddr2	0	1	0	0	1	1	0	0	0	0	1	0	1	1
Ddrgk1	24	24	22	35	21	28	22	21	28	23	20	8	19	12
Ddt	2	1	1	0	0	1	1	0	1	1	0	2	1	0
Ddx1	16	14	20	26	12	11	17	6	3	2	6	5	4	7
Ddx10	4	0	2	4	9	4	6	4	6	5	10	4	1	5
Ddx11	1	1	0	1	0	2	1	0	1	1	1	2	0	0
Ddx17	23	28	26	29	33	33	24	12	20	24	24	5	25	20
Ddx18	1	1	2	3	0	0	3	1	0	0	1	2	0	2
Ddx19a	442	434	353	410	406	332	464	96	151	100	148	100	138	107
Ddx19b	5	4	6	4	3	6	7	2	3	4	5	1	5	0
Ddx20	0	2	2	1	1	2	3	0	3	0	1	1	1	0
Ddx21	7	2	7	5	0	2	4	2	1	2	1	4	1	1
Ddx23	20	12	18	12	11	10	15	9	11	7	16	14	13	8
Ddx24	19	10	15	13	16	6	16	6	13	14	24	10	8	7
Ddx25	1	0	3	3	0	1	0	3	6	1	2	3	1	1
Ddx26b	5	3	5	9	2	2	6	0	4	2	4	3	2	2
Ddx27	6	8	10	11	9	7	6	1	3	2	9	7	7	8
Ddx28	3	3	2	2	3	3	2	1	1	1	2	1	2	0
Ddx31	3	4	7	2	3	4	5	3	3	5	3	0	2	3
Ddx39	21	37	34	19	30	32	28	14	26	28	22	13	28	19
Ddx39b	7	7	5	8	7	9	4	3	6	3	7	10	3	7
Ddx3x	57	52	80	59	63	51	77	17	35	29	48	23	33	22
Ddx3y	7	8	5	11	8	6	6	0	2	2	5	6	3	3
Ddx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx41	1	2	3	2	6	5	2	9	8	5	6	8	8	10
Ddx42	111	142	112	114	99	85	110	72	105	93	92	63	107	81
Ddx43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx46	17	13	12	9	9	18	11	6	6	9	10	7	7	11
Ddx47	1	2	1	0	3	0	0	0	2	0	2	2	4	2
Ddx49	8509	9541	8750	9259	8144	10061	9972	162	200	185	207	133	204	150
Ddx5	97	67	82	87	73	74	70	19	19	49	52	31	57	24
Ddx50	11	5	9	2	9	8	12	3	6	7	7	4	5	6
Ddx51	3	5	2	4	5	7	2	0	9	2	3	5	3	7
Ddx52	3	0	1	0	1	1	2	0	0	0	0	0	0	0
Ddx54	39	37	54	33	44	37	44	25	42	34	46	14	66	39
Ddx55	11	9	13	5	8	7	7	10	9	10	10	5	8	4
Ddx56	2	0	1	0	0	0	1	0	0	2	1	1	1	0
Ddx58	4	2	5	2	0	0	1	0	1	4	0	0	0	0
Ddx59	5	6	5	7	4	1	5	4	3	6	1	0	4	2
Ddx6	11	19	13	17	11	9	13	9	12	9	17	4	17	16
Ddx60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deaf1	13	4	13	10	6	14	7	8	18	8	12	7	11	11
Dear1	682	738	614	588	536	549	681	620	676	522	704	405	459	510
Deb1	1	3	3	2	1	3	1	0	0	1	1	2	2	0
Decr1	2	3	4	2	3	2	1	1	3	4	1	1	3	1
Decr2	4	5	4	5	1	4	6	11	14	9	11	9	6	10
Dedd	622	648	639	649	548	618	718	300	374	392	421	348	437	320
Dedd2	4	3	0	2	2	2	1	0	2	1	2	2	0	0
Def6	1	0	0	1	0	2	1	3	0	0	5	2	1	1
Def8	4	2	2	4	3	3	0	0	2	2	0	0	5	2
Defa-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb15	0	0	5	3	1	1	0	0	0	0	0	0	0	1
Defb18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb22	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Defb23	8	2	7	4	10	3	7	0	1	2	2	2	5	3
Defb25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb36	0	0	0	0	0	0	0	2	0	0	1	0	0	0
Defb37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Defb40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb48	0	0	0	0	0	3	1	0	0	0	0	0	0	0
Defb48-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Degs1	4	9	6	6	3	4	4	2	9	4	3	6	5	6
Degs2	1312	1514	1500	1496	1175	1406	1518	1936	2610	2351	2598	1844	2557	2052
Dek	53	56	66	61	60	40	54	21	29	29	24	19	19	26
Dem1	2	1	2	2	2	1	0	0	0	0	1	1	0	0
Dennd1a	4	3	6	4	6	4	5	2	12	8	9	5	6	7
Dennd1b	1	1	2	0	1	2	2	1	4	2	4	3	0	4
Dennd1c	7	0	11	6	10	9	4	0	4	3	0	0	2	2
Dennd2a	10	15	12	12	15	16	10	1	4	5	1	5	4	5
Dennd2c	0	0	0	0	2	1	1	0	1	0	0	0	2	0
Dennd2d	1	1	3	2	0	1	3	0	0	1	2	2	0	0
Dennd3	0	0	0	0	0	0	0	0	0	1	3	1	1	1
Dennd4a	8	6	4	9	7	6	8	7	7	6	4	5	5	7
Dennd4b	1	4	8	6	4	5	4	1	3	3	5	4	5	3
Dennd4c	89	97	90	92	80	81	95	91	104	111	107	87	113	89
Dennd5a	38	29	31	36	32	37	27	7	30	29	39	25	29	18
Dennd5b	30	32	28	37	26	23	32	18	33	30	31	16	25	27
Denr	19	18	15	17	15	14	25	11	23	20	24	21	16	19
Depdc1a	0	1	1	0	0	1	0	0	0	0	0	0	0	1
Depdc1b	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Depdc5	3	2	0	7	3	3	3	1	3	5	3	4	2	3
Depdc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deptor	2	4	2	5	5	2	3	3	3	1	2	2	4	6
Dera	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Derl1	2	1	3	1	3	4	2	1	2	2	0	0	1	0
Derl2	2	0	0	1	2	0	2	0	0	0	1	1	1	0
Derl3	10	15	9	7	12	13	21	8	2	13	7	6	7	5
Des	302	293	345	243	168	168	172	1	3	2	0	1	1	0
Det1	0	1	6	0	1	1	1	2	2	4	2	4	5	6
Dexi	3	3	1	3	0	5	4	2	3	1	1	1	0	1
Dffa	2	3	3	1	3	4	5	3	3	3	3	2	2	1
Dffb	0	1	0	0	1	1	1	3	1	1	0	1	0	0
Dfna5	16	18	20	11	20	29	28	9	16	39	11	35	35	36
Dfnb59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgat1	30	36	33	48	23	30	38	13	24	27	28	11	15	16
Dgat2	0	0	0	0	0	0	0	0	2	0	6	0	1	3
Dgat2l6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr14	1	1	2	2	1	3	1	1	0	1	1	0	0	1
Dgcr2	16	5	14	8	12	17	13	1	3	5	8	6	6	2
Dgcr6	10	8	6	5	9	5	13	9	6	10	11	6	7	11
Dgcr8	56	64	49	66	32	35	56	11	14	19	20	12	15	8
Dgka	0	0	1	0	0	3	2	0	2	1	2	1	0	0
Dgkb	0	0	4	0	2	1	2	8	11	11	27	14	13	12
Dgkd	59	76	78	103	59	50	64	16	25	30	39	20	23	27
Dgke	14	9	5	18	20	22	17	2	6	5	14	8	10	5
Dgkg	11	6	6	16	4	4	8	3	4	7	5	0	6	5
Dgkh	2	0	1	1	3	2	2	1	6	4	3	3	7	3
Dgki	0	0	1	4	1	1	2	0	2	1	1	2	3	2
Dgkk	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dgkk-2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Dgkq	108	135	98	97	77	104	85	101	118	114	100	87	104	90
Dgkz	35	39	40	45	24	43	26	29	40	65	39	64	114	66
Dguok	2	2	3	3	0	0	1	1	0	1	2	0	1	2
Dhcr24	1	1	1	2	2	0	2	3	7	3	3	1	2	4
Dhcr7	0	1	0	0	0	1	0	1	0	1	1	0	1	0
Dhdds	13	13	12	14	17	10	10	0	2	2	2	2	0	3
Dhdh	0	2	0	2	1	0	0	0	2	1	0	1	1	0
Dhfr	54	55	41	43	41	26	46	35	34	38	55	23	52	33
Dhh	0	0	0	1	0	0	0	0	0	1	1	1	0	0
Dhodh	1	2	3	1	2	0	0	0	2	1	0	0	0	2
Dhps	120	140	145	133	130	157	166	106	129	126	124	105	134	117
Dhrs1	3	3	2	1	1	1	2	0	3	1	3	1	0	0
Dhrs11	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs13	11	6	6	6	5	7	9	3	2	5	5	3	4	5
Dhrs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs3	27	30	21	22	24	25	38	2	4	5	6	5	1	3
Dhrs4	9	4	7	10	3	6	5	11	13	17	9	5	5	7
Dhrs7	2	3	0	2	0	0	4	1	4	0	2	1	3	1
Dhrs7b	0	2	5	4	2	4	6	3	1	3	2	3	0	2
Dhrs7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhtkd1	1	0	1	0	0	1	0	0	1	2	1	1	0	0
Dhx15	14	20	15	20	9	9	13	8	16	8	14	6	15	8
Dhx16	25	21	23	17	17	17	22	10	9	14	10	7	11	7
Dhx29	1	1	1	3	3	5	2	1	4	2	4	2	1	2
Dhx30	27	13	21	16	16	14	23	6	18	19	15	7	19	9
Dhx32	208	193	214	211	192	206	189	131	179	178	217	156	192	157
Dhx33	0	5	1	8	6	2	1	0	1	6	4	4	1	1
Dhx34	3	0	2	5	1	0	0	0	1	1	0	3	2	1
Dhx35	1	0	0	0	0	1	1	0	0	0	0	1	0	0
Dhx36	4	1	5	4	5	2	1	1	5	0	2	2	3	2
Dhx37	45	44	53	36	26	34	31	23	24	22	20	17	34	19
Dhx38	8	12	10	7	8	8	8	2	11	8	11	8	7	4
Dhx40	1	3	2	1	2	5	5	4	0	0	2	0	1	1
Dhx57	35	36	41	38	115	124	136	24	20	25	22	80	128	107
Dhx58	84	92	100	101	63	69	88	6	2	2	6	4	4	5
Dhx8	10	8	6	11	5	9	5	6	4	6	8	6	6	7
Dhx9	8	6	4	13	5	4	5	1	7	2	6	7	4	4
Diablo	12	20	23	9	15	17	21	8	22	22	22	18	27	16
Diap1	4	3	6	5	3	6	6	7	2	8	4	6	9	4
Diap2	1	2	4	1	4	2	1	3	2	0	7	2	2	4
Diap3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dicer1	8	5	7	6	7	5	6	2	5	5	5	3	7	3
Dido1	24	22	21	20	28	32	33	21	17	32	19	11	25	13
Diexf	3	2	3	1	2	4	8	0	5	2	6	4	6	0
Dimt1	312	397	335	290	295	344	392	296	293	333	340	265	263	271
Dio1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dio2	12	26	24	22	14	20	24	11	9	12	17	11	15	12
Dio3	0	0	1	0	0	0	0	0	1	0	0	0	1	0
Dio3os	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dip2a	21	23	27	19	17	24	25	3	10	12	10	8	7	11
Dip2b	3	1	4	4	1	9	4	2	4	2	4	1	7	2
Dip2c	2	2	2	2	4	4	1	2	3	3	7	5	6	3
Diras1	53	34	48	53	25	49	56	28	41	33	30	28	35	19
Diras2	64	33	46	52	49	56	56	9	26	18	41	18	23	23
Dirc2	7	3	6	7	1	3	4	8	4	6	8	4	7	4
Dis3	5	9	6	4	4	4	8	0	2	1	1	1	1	1
Dis3l	8	4	8	11	2	4	3	2	3	2	3	2	4	1
Dis3l2	0	1	0	2	1	0	0	0	0	1	0	2	1	1
Disc1	12	15	12	23	10	15	11	5	1	4	4	2	3	2
Disp1	0	0	0	0	0	0	0	3	3	1	0	4	3	1
Disp2	6	10	9	2	4	7	6	2	7	11	5	1	1	4
Dixdc1	155	152	166	170	154	158	128	56	70	64	94	52	68	33
Dkc1	23	23	24	16	17	24	16	9	12	12	8	14	16	16
Dkk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dkk2	1	0	0	0	0	0	0	0	2	2	0	0	0	0
Dkk3	1	1	0	2	0	0	1	1	3	5	8	2	4	3
Dkk4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Dkkl1	0	0	1	3	0	0	1	0	1	0	2	1	3	0
Dlat	32	23	27	28	20	24	21	13	12	12	26	3	17	13
Dlc1	3	4	10	2	8	6	3	4	2	0	0	3	4	5
Dld	8	7	14	15	16	13	17	5	8	14	12	11	13	2
Dlec1	2	1	1	1	1	2	2	2	2	3	2	2	4	0
Dleu2	14	24	22	22	12	13	16	17	16	12	20	15	15	23
Dleu7	0	1	3	0	0	2	1	3	6	5	7	2	8	0
Dlg1	22	31	28	24	16	19	21	18	13	18	27	14	28	17
Dlg2	11	11	15	22	16	8	21	11	28	14	28	21	24	11
Dlg3	9	11	9	7	6	5	6	8	15	12	17	14	11	12
Dlg4	24	24	19	34	25	28	28	34	46	51	79	49	37	56
Dlg5	2	1	5	3	4	3	5	3	6	8	1	5	1	2
Dlgap1	26	28	29	37	21	26	25	11	35	22	31	21	20	14
Dlgap2	0	0	0	0	0	0	0	4	5	4	4	1	4	1
Dlgap3	26	11	18	18	17	9	9	45	50	65	86	48	62	61
Dlgap4	28	14	25	28	27	22	24	20	36	28	29	22	21	22
Dlgap5	5	4	0	5	0	1	3	0	0	1	0	0	1	1
Dlk1	0	0	0	0	0	1	0	0	3	2	3	2	3	2
Dlk2	28	26	22	36	18	9	15	9	13	16	9	16	21	10
Dll1	38	45	27	38	30	28	21	36	86	46	56	38	80	54
Dll3	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Dll4	0	5	2	4	2	0	1	0	0	0	0	0	2	2
Dlst	7	2	7	15	7	7	5	3	6	8	12	1	5	6
Dlx1	2	1	1	0	0	2	1	317	446	385	458	301	411	300
Dlx1as	1	2	4	4	4	3	3	388	725	878	748	369	671	496
Dlx2	0	0	0	0	0	0	0	3	1	1	2	2	3	2
Dlx3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dlx4	14	32	33	14	31	31	20	0	0	2	1	1	1	0
Dlx5	0	0	0	0	0	0	0	2	5	4	7	3	3	1
Dlx6	0	0	0	0	0	0	0	2	11	8	14	2	3	11
Dlx6as1	0	0	0	0	0	0	0	1	5	2	7	3	9	1
Dlx6as2	0	0	0	0	1	0	1	328	311	348	379	235	400	401
Dmap1	4	6	9	11	11	3	7	1	3	2	3	3	1	3
Dmbt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmbx1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dmc1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dmd	2	3	2	4	7	1	5	3	3	4	8	2	5	4
Dmgdh	16	10	12	9	6	11	4	24	42	22	28	23	12	15
Dmkn	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Dmp1	16	13	10	25	43	24	31	0	1	0	0	0	0	0
Dmpk	6	2	6	2	3	7	5	0	3	6	2	1	2	3
Dmrt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrt2	0	0	0	0	0	0	0	0	1	1	0	2	1	1
Dmrt3	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Dmrta1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrta2	0	0	0	0	0	0	0	1	1	2	1	0	3	2
Dmrtb1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dmrtc1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc2	1	2	1	0	0	1	2	0	0	0	0	0	0	0
Dmtf1	182	172	154	160	114	152	145	62	93	77	84	76	78	69
Dmwd	7	6	7	6	7	5	4	6	12	17	15	6	11	9
Dmxl1	7	4	2	4	2	4	7	0	5	0	2	1	2	2
Dmxl2	7	6	5	8	7	5	6	1	6	8	7	8	3	6
Dna2	2	1	0	0	0	3	3	0	0	0	0	0	0	0
Dnahc1	10	13	13	7	3	8	12	109	111	127	123	78	146	105
Dnahc10	93	104	85	67	51	58	79	15	37	30	30	13	29	25
Dnahc11	13	13	17	9	11	16	12	12	23	25	22	15	22	16
Dnahc12	0	0	0	0	0	1	1	1	0	0	3	0	1	0
Dnahc14	18	27	25	23	18	24	21	12	4	15	5	5	4	12
Dnahc17	441	484	445	418	334	414	492	416	495	520	513	424	494	398
Dnahc2	17	9	12	18	14	11	16	4	4	5	2	3	4	3
Dnahc3	39	34	53	31	29	31	46	37	41	41	62	31	59	44
Dnahc5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dnahc6	0	1	0	1	2	0	1	1	1	3	3	1	3	0
Dnahc7a	4	15	9	17	0	0	1	28	42	32	28	2	6	8
Dnahc7b	14	10	10	8	3	7	7	22	24	26	36	24	28	30
Dnahc7c	25	22	23	22	13	18	20	54	50	39	54	70	71	69
Dnahc8	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Dnahc9	2	2	5	2	2	2	5	4	8	3	3	4	5	3
Dnaic1	16	16	12	18	13	19	19	5	9	10	6	12	9	5
Dnaic2	1	0	0	2	0	2	0	0	0	0	1	0	0	0
Dnaja1	1419	1663	1472	1357	1160	1225	1560	495	560	472	587	427	556	433
Dnaja2	8	8	8	17	8	6	14	3	8	8	13	11	14	8
Dnaja3	7	7	5	6	1	4	7	0	3	2	3	2	1	6
Dnaja4	19	18	23	20	15	20	13	11	12	5	10	11	12	4
Dnajb1	6	1	4	6	13	7	3	4	9	5	5	8	11	4
Dnajb11	10	6	9	12	7	12	10	4	3	8	4	2	7	3
Dnajb12	25	24	23	26	25	32	28	74	84	68	115	86	106	72
Dnajb13	5	2	9	2	11	10	5	1	2	2	1	1	2	5
Dnajb14	2	3	0	0	2	0	3	1	0	1	2	0	0	1
Dnajb2	16	10	14	10	17	14	16	2	7	4	2	2	7	5
Dnajb3	1	0	2	0	0	0	0	0	1	2	1	0	0	0
Dnajb4	14	10	10	5	14	9	16	2	8	12	17	6	10	6
Dnajb5	2	3	3	3	2	3	4	0	4	4	15	6	2	5
Dnajb6	25	20	24	29	18	29	12	5	13	15	30	21	19	16
Dnajb7	7	19	13	7	8	18	10	0	2	1	2	3	4	2
Dnajb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	3	1	7	0	0	3	3	2	2	5	2	5	2	3
Dnajc1	770	846	683	770	586	640	784	384	496	473	547	355	568	477
Dnajc10	1	3	2	3	5	2	1	0	1	3	1	3	2	1
Dnajc11	13	18	16	14	13	14	12	6	8	7	5	13	12	8
Dnajc12	1	2	1	3	3	2	1	0	0	1	0	1	0	0
Dnajc13	5	4	4	7	3	1	5	3	7	5	3	2	2	4
Dnajc14	334	339	415	366	302	385	368	185	156	163	199	150	213	126
Dnajc15	3	0	1	2	0	0	2	0	0	0	1	0	0	0
Dnajc16	2	1	1	3	2	0	1	3	1	0	1	2	0	1
Dnajc17	4	4	3	4	5	5	2	1	2	0	2	3	2	1
Dnajc18	3	2	1	4	3	4	2	1	2	1	2	6	6	1
Dnajc19	485	533	492	423	390	487	579	388	382	405	480	331	431	355
Dnajc2	25	38	27	16	21	20	30	8	15	20	7	8	12	14
Dnajc21	10	8	7	8	10	6	2	5	3	3	4	2	8	2
Dnajc22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc24	28	32	28	40	30	26	45	22	24	17	29	11	23	9
Dnajc25	4	4	3	5	3	4	6	1	1	0	3	2	1	1
Dnajc27	9	7	8	9	5	9	5	5	14	7	6	2	4	6
Dnajc28	1	1	0	1	0	1	1	0	4	0	0	1	1	0
Dnajc3	22	35	17	27	25	25	27	10	19	24	26	22	22	19
Dnajc30	4	8	3	8	1	8	3	5	7	3	3	6	4	6
Dnajc4	2	3	7	5	1	5	3	5	3	2	1	1	4	2
Dnajc5	17	10	8	15	10	12	19	12	14	13	18	14	11	9
Dnajc5b	0	0	1	0	1	4	0	2	0	5	2	2	4	2
Dnajc5g	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc6	12	9	13	9	14	9	10	9	12	9	12	10	13	14
